Total Nacional;Municipios;Sexo;Unidades de medida;Total
Total Nacional;03012 Algorfa;Mujeres;Personas;1.701
Total Nacional;03013 Algueña;Ambos sexos;Personas;1.339
Total Nacional;03013 Algueña;Hombres;Personas;676
Total Nacional;03013 Algueña;Mujeres;Personas;663
Total Nacional;03014 Alacant/Alicante;Ambos sexos;Personas;338.768
Total Nacional;03014 Alacant/Alicante;Hombres;Personas;163.846
Total Nacional;03014 Alacant/Alicante;Mujeres;Personas;174.922
Total Nacional;03015 Almoradí;Ambos sexos;Personas;21.303
Total Nacional;03015 Almoradí;Hombres;Personas;10.737
Total Nacional;03015 Almoradí;Mujeres;Personas;10.566
Total Nacional;03016 Almudaina;Ambos sexos;Personas;118
Total Nacional;03016 Almudaina;Hombres;Personas;56
Total Nacional;03016 Almudaina;Mujeres;Personas;62
Total Nacional;03017 Alqueria d'Asnar, l';Ambos sexos;Personas;498
Total Nacional;03017 Alqueria d'Asnar, l';Hombres;Personas;246
Total Nacional;03017 Alqueria d'Asnar, l';Mujeres;Personas;252
Total Nacional;03018 Altea;Ambos sexos;Personas;22.810
Total Nacional;03018 Altea;Hombres;Personas;11.181
Total Nacional;03018 Altea;Mujeres;Personas;11.629
Total Nacional;03019 Aspe;Ambos sexos;Personas;21.065
Total Nacional;03019 Aspe;Hombres;Personas;10.610
Total Nacional;03019 Aspe;Mujeres;Personas;10.455
Total Nacional;03001 Atzúbia, l';Ambos sexos;Personas;625
Total Nacional;03001 Atzúbia, l';Hombres;Personas;325
Total Nacional;03001 Atzúbia, l';Mujeres;Personas;300
Total Nacional;03020 Balones;Ambos sexos;Personas;134
Total Nacional;03020 Balones;Hombres;Personas;72
Total Nacional;03020 Balones;Mujeres;Personas;62
Total Nacional;03021 Banyeres de Mariola;Ambos sexos;Personas;7.103
Total Nacional;03021 Banyeres de Mariola;Hombres;Personas;3.569
Total Nacional;03021 Banyeres de Mariola;Mujeres;Personas;3.534
Total Nacional;03022 Benasau;Ambos sexos;Personas;167
Total Nacional;03022 Benasau;Hombres;Personas;78
Total Nacional;03022 Benasau;Mujeres;Personas;89
Total Nacional;03023 Beneixama;Ambos sexos;Personas;1.719
Total Nacional;03023 Beneixama;Hombres;Personas;867
Total Nacional;03023 Beneixama;Mujeres;Personas;852
Total Nacional;03024 Benejúzar;Ambos sexos;Personas;5.487
Total Nacional;03024 Benejúzar;Hombres;Personas;2.754
Total Nacional;03024 Benejúzar;Mujeres;Personas;2.733
Total Nacional;03025 Benferri;Ambos sexos;Personas;1.934
Total Nacional;03025 Benferri;Hombres;Personas;993
Total Nacional;03025 Benferri;Mujeres;Personas;941
Total Nacional;03026 Beniarbeig;Ambos sexos;Personas;2.237
Total Nacional;03026 Beniarbeig;Hombres;Personas;1.151
Total Nacional;03026 Beniarbeig;Mujeres;Personas;1.086
Total Nacional;03027 Beniardà;Ambos sexos;Personas;197
Total Nacional;03027 Beniardà;Hombres;Personas;97
Total Nacional;03027 Beniardà;Mujeres;Personas;100
Total Nacional;03028 Beniarrés;Ambos sexos;Personas;1.088
Total Nacional;03028 Beniarrés;Hombres;Personas;561
Total Nacional;03028 Beniarrés;Mujeres;Personas;527
Total Nacional;03030 Benidoleig;Ambos sexos;Personas;1.153
Total Nacional;03030 Benidoleig;Hombres;Personas;576
Total Nacional;03030 Benidoleig;Mujeres;Personas;577
Total Nacional;03031 Benidorm;Ambos sexos;Personas;68.874
Total Nacional;03031 Benidorm;Hombres;Personas;34.372
Total Nacional;03031 Benidorm;Mujeres;Personas;34.502
Total Nacional;03032 Benifallim;Ambos sexos;Personas;102
Total Nacional;03032 Benifallim;Hombres;Personas;54
Total Nacional;03032 Benifallim;Mujeres;Personas;48
Total Nacional;03033 Benifato;Ambos sexos;Personas;133
Total Nacional;03033 Benifato;Hombres;Personas;69
Total Nacional;03033 Benifato;Mujeres;Personas;64
Total Nacional;03029 Benigembla;Ambos sexos;Personas;477
Total Nacional;03029 Benigembla;Hombres;Personas;239
Total Nacional;03029 Benigembla;Mujeres;Personas;238
Total Nacional;03034 Benijófar;Ambos sexos;Personas;3.303
Total Nacional;03034 Benijófar;Hombres;Personas;1.599
Total Nacional;03034 Benijófar;Mujeres;Personas;1.704
Total Nacional;03035 Benilloba;Ambos sexos;Personas;739
Total Nacional;03035 Benilloba;Hombres;Personas;393
Total Nacional;03035 Benilloba;Mujeres;Personas;346
Total Nacional;03036 Benillup;Ambos sexos;Personas;102
Total Nacional;03036 Benillup;Hombres;Personas;54
Total Nacional;03036 Benillup;Mujeres;Personas;48
Total Nacional;03037 Benimantell;Ambos sexos;Personas;496
Total Nacional;03037 Benimantell;Hombres;Personas;256
Total Nacional;03037 Benimantell;Mujeres;Personas;240
Total Nacional;03038 Benimarfull;Ambos sexos;Personas;398
Total Nacional;03038 Benimarfull;Hombres;Personas;203
Total Nacional;03038 Benimarfull;Mujeres;Personas;195
Total Nacional;03039 Benimassot;Ambos sexos;Personas;97
Total Nacional;03039 Benimassot;Hombres;Personas;54
Total Nacional;03039 Benimassot;Mujeres;Personas;43
Total Nacional;03040 Benimeli;Ambos sexos;Personas;411
Total Nacional;03040 Benimeli;Hombres;Personas;186
Total Nacional;03040 Benimeli;Mujeres;Personas;225
Total Nacional;03041 Benissa;Ambos sexos;Personas;11.517
Total Nacional;03041 Benissa;Hombres;Personas;5.657
Total Nacional;03041 Benissa;Mujeres;Personas;5.860
Total Nacional;03042 Poble Nou de Benitatxell, el/Benitachell;Ambos sexos;Personas;4.481
Total Nacional;03042 Poble Nou de Benitatxell, el/Benitachell;Hombres;Personas;2.218
Total Nacional;03042 Poble Nou de Benitatxell, el/Benitachell;Mujeres;Personas;2.263
Total Nacional;03043 Biar;Ambos sexos;Personas;3.632
Total Nacional;03043 Biar;Hombres;Personas;1.780
Total Nacional;03043 Biar;Mujeres;Personas;1.852
Total Nacional;03044 Bigastro;Ambos sexos;Personas;6.972
Total Nacional;03044 Bigastro;Hombres;Personas;3.509
Total Nacional;03044 Bigastro;Mujeres;Personas;3.463
Total Nacional;03045 Bolulla;Ambos sexos;Personas;424
Total Nacional;03045 Bolulla;Hombres;Personas;221
Total Nacional;03045 Bolulla;Mujeres;Personas;203
Total Nacional;03046 Busot;Ambos sexos;Personas;3.191
Total Nacional;03046 Busot;Hombres;Personas;1.622
Total Nacional;03046 Busot;Mujeres;Personas;1.569
Total Nacional;03049 Callosa de Segura;Ambos sexos;Personas;19.274
Total Nacional;03049 Callosa de Segura;Hombres;Personas;9.840
Total Nacional;03049 Callosa de Segura;Mujeres;Personas;9.434
Total Nacional;03048 Callosa d'en Sarrià;Ambos sexos;Personas;7.677
Total Nacional;03048 Callosa d'en Sarrià;Hombres;Personas;3.975
Total Nacional;03048 Callosa d'en Sarrià;Mujeres;Personas;3.702
Total Nacional;03047 Calp;Ambos sexos;Personas;23.593
Total Nacional;03047 Calp;Hombres;Personas;11.860
Total Nacional;03047 Calp;Mujeres;Personas;11.733
Total Nacional;03050 Campello, el;Ambos sexos;Personas;29.106
Total Nacional;03050 Campello, el;Hombres;Personas;14.143
Total Nacional;03050 Campello, el;Mujeres;Personas;14.963
Total Nacional;03051 Camp de Mirra, el/Campo de Mirra;Ambos sexos;Personas;428
Total Nacional;03051 Camp de Mirra, el/Campo de Mirra;Hombres;Personas;217
Total Nacional;03051 Camp de Mirra, el/Campo de Mirra;Mujeres;Personas;211
Total Nacional;03052 Cañada;Ambos sexos;Personas;1.191
Total Nacional;03052 Cañada;Hombres;Personas;591
Total Nacional;03052 Cañada;Mujeres;Personas;600
Total Nacional;03053 Castalla;Ambos sexos;Personas;10.798
Total Nacional;03053 Castalla;Hombres;Personas;5.518
Total Nacional;03053 Castalla;Mujeres;Personas;5.280
Total Nacional;03054 Castell de Castells;Ambos sexos;Personas;427
Total Nacional;03054 Castell de Castells;Hombres;Personas;227
Total Nacional;03054 Castell de Castells;Mujeres;Personas;200
Total Nacional;03075 Castell de Guadalest, el;Ambos sexos;Personas;245
Total Nacional;03075 Castell de Guadalest, el;Hombres;Personas;120
Total Nacional;03075 Castell de Guadalest, el;Mujeres;Personas;125
Total Nacional;03055 Catral;Ambos sexos;Personas;8.940
Total Nacional;03055 Catral;Hombres;Personas;4.488
Total Nacional;03055 Catral;Mujeres;Personas;4.452
Total Nacional;03056 Cocentaina;Ambos sexos;Personas;11.459
Total Nacional;03056 Cocentaina;Hombres;Personas;5.793
Total Nacional;03056 Cocentaina;Mujeres;Personas;5.666
Total Nacional;03057 Confrides;Ambos sexos;Personas;278
Total Nacional;03057 Confrides;Hombres;Personas;150
Total Nacional;03057 Confrides;Mujeres;Personas;128
Total Nacional;03058 Cox;Ambos sexos;Personas;7.405
Total Nacional;03058 Cox;Hombres;Personas;3.755
Total Nacional;03058 Cox;Mujeres;Personas;3.650
Total Nacional;03059 Crevillent;Ambos sexos;Personas;29.659
Total Nacional;03059 Crevillent;Hombres;Personas;15.013
Total Nacional;03059 Crevillent;Mujeres;Personas;14.646
Total Nacional;03061 Daya Nueva;Ambos sexos;Personas;1.777
Total Nacional;03061 Daya Nueva;Hombres;Personas;869
Total Nacional;03061 Daya Nueva;Mujeres;Personas;908
Total Nacional;03062 Daya Vieja;Ambos sexos;Personas;698
Total Nacional;03062 Daya Vieja;Hombres;Personas;351
Total Nacional;03062 Daya Vieja;Mujeres;Personas;347
Total Nacional;03063 Dénia;Ambos sexos;Personas;43.126
Total Nacional;03063 Dénia;Hombres;Personas;20.932
Total Nacional;03063 Dénia;Mujeres;Personas;22.194
Total Nacional;03064 Dolores;Ambos sexos;Personas;7.614
Total Nacional;03064 Dolores;Hombres;Personas;3.834
Total Nacional;03064 Dolores;Mujeres;Personas;3.780
Total Nacional;03065 Elx/Elche;Ambos sexos;Personas;235.566
Total Nacional;03065 Elx/Elche;Hombres;Personas;117.057
Total Nacional;03065 Elx/Elche;Mujeres;Personas;118.509
Total Nacional;03066 Elda;Ambos sexos;Personas;52.580
Total Nacional;03066 Elda;Hombres;Personas;25.666
Total Nacional;03066 Elda;Mujeres;Personas;26.914
Total Nacional;03067 Fageca;Ambos sexos;Personas;104
Total Nacional;03067 Fageca;Hombres;Personas;53
Total Nacional;03067 Fageca;Mujeres;Personas;51
Total Nacional;03068 Famorca;Ambos sexos;Personas;45
Total Nacional;03068 Famorca;Hombres;Personas;24
Total Nacional;03068 Famorca;Mujeres;Personas;21
Total Nacional;03069 Finestrat;Ambos sexos;Personas;7.428
Total Nacional;03069 Finestrat;Hombres;Personas;3.799
Total Nacional;03069 Finestrat;Mujeres;Personas;3.629
Total Nacional;03077 Fondó de les Neus, el/Hondón de las Nieves;Ambos sexos;Personas;2.636
Total Nacional;03077 Fondó de les Neus, el/Hondón de las Nieves;Hombres;Personas;1.354
Total Nacional;03077 Fondó de les Neus, el/Hondón de las Nieves;Mujeres;Personas;1.282
Total Nacional;03070 Formentera del Segura;Ambos sexos;Personas;4.380
Total Nacional;03070 Formentera del Segura;Hombres;Personas;2.210
Total Nacional;03070 Formentera del Segura;Mujeres;Personas;2.170
Total Nacional;03072 Gaianes;Ambos sexos;Personas;519
Total Nacional;03072 Gaianes;Hombres;Personas;254
Total Nacional;03072 Gaianes;Mujeres;Personas;265
Total Nacional;03071 Gata de Gorgos;Ambos sexos;Personas;6.241
Total Nacional;03071 Gata de Gorgos;Hombres;Personas;3.179
Total Nacional;03071 Gata de Gorgos;Mujeres;Personas;3.062
Total Nacional;03073 Gorga;Ambos sexos;Personas;262
Total Nacional;03073 Gorga;Hombres;Personas;144
Total Nacional;03073 Gorga;Mujeres;Personas;118
Total Nacional;03074 Granja de Rocamora;Ambos sexos;Personas;2.601
Total Nacional;03074 Granja de Rocamora;Hombres;Personas;1.347
Total Nacional;03074 Granja de Rocamora;Mujeres;Personas;1.254
Total Nacional;03076 Guardamar del Segura;Ambos sexos;Personas;15.850
Total Nacional;03076 Guardamar del Segura;Hombres;Personas;7.719
Total Nacional;03076 Guardamar del Segura;Mujeres;Personas;8.131
Total Nacional;03078 Hondón de los Frailes;Ambos sexos;Personas;1.284
Total Nacional;03078 Hondón de los Frailes;Hombres;Personas;651
Total Nacional;03078 Hondón de los Frailes;Mujeres;Personas;633
Total Nacional;03079 Ibi;Ambos sexos;Personas;23.692
Total Nacional;03079 Ibi;Hombres;Personas;11.858
Total Nacional;03079 Ibi;Mujeres;Personas;11.834
Total Nacional;03080 Jacarilla;Ambos sexos;Personas;1.948
Total Nacional;03080 Jacarilla;Hombres;Personas;996
Total Nacional;03080 Jacarilla;Mujeres;Personas;952
Total Nacional;03082 Xàbia/Jávea;Ambos sexos;Personas;28.782
Total Nacional;03082 Xàbia/Jávea;Hombres;Personas;14.380
Total Nacional;03082 Xàbia/Jávea;Mujeres;Personas;14.402
Total Nacional;03083 Xixona/Jijona;Ambos sexos;Personas;6.882
Total Nacional;03083 Xixona/Jijona;Hombres;Personas;3.340
Total Nacional;03083 Xixona/Jijona;Mujeres;Personas;3.542
Total Nacional;03085 Llíber;Ambos sexos;Personas;960
Total Nacional;03085 Llíber;Hombres;Personas;477
Total Nacional;03085 Llíber;Mujeres;Personas;483
Total Nacional;03084 Orxa, l'/Lorcha;Ambos sexos;Personas;581
Total Nacional;03084 Orxa, l'/Lorcha;Hombres;Personas;290
Total Nacional;03084 Orxa, l'/Lorcha;Mujeres;Personas;291
Total Nacional;03086 Millena;Ambos sexos;Personas;243
Total Nacional;03086 Millena;Hombres;Personas;134
Total Nacional;03086 Millena;Mujeres;Personas;109
Total Nacional;03088 Monforte del Cid;Ambos sexos;Personas;8.543
Total Nacional;03088 Monforte del Cid;Hombres;Personas;4.444
Total Nacional;03088 Monforte del Cid;Mujeres;Personas;4.099
Total Nacional;03089 Monòver/Monóvar;Ambos sexos;Personas;12.185
Total Nacional;03089 Monòver/Monóvar;Hombres;Personas;6.085
Total Nacional;03089 Monòver/Monóvar;Mujeres;Personas;6.100
Total Nacional;03903 Montesinos, Los;Ambos sexos;Personas;5.115
Total Nacional;03903 Montesinos, Los;Hombres;Personas;2.629
Total Nacional;03903 Montesinos, Los;Mujeres;Personas;2.486
Total Nacional;03091 Murla;Ambos sexos;Personas;533
Total Nacional;03091 Murla;Hombres;Personas;246
Total Nacional;03091 Murla;Mujeres;Personas;287
Total Nacional;03092 Muro de Alcoy;Ambos sexos;Personas;9.329
Total Nacional;03092 Muro de Alcoy;Hombres;Personas;4.673
Total Nacional;03092 Muro de Alcoy;Mujeres;Personas;4.656
Total Nacional;03090 Mutxamel;Ambos sexos;Personas;25.798
Total Nacional;03090 Mutxamel;Hombres;Personas;12.946
Total Nacional;03090 Mutxamel;Mujeres;Personas;12.852
Total Nacional;03093 Novelda;Ambos sexos;Personas;25.578
Total Nacional;03093 Novelda;Hombres;Personas;12.703
Total Nacional;03093 Novelda;Mujeres;Personas;12.875
Total Nacional;03094 Nucia, la;Ambos sexos;Personas;18.180
Total Nacional;03094 Nucia, la;Hombres;Personas;9.232
Total Nacional;03094 Nucia, la;Mujeres;Personas;8.948
Total Nacional;03095 Ondara;Ambos sexos;Personas;7.082
Total Nacional;03095 Ondara;Hombres;Personas;3.565
Total Nacional;03095 Ondara;Mujeres;Personas;3.517
Total Nacional;03096 Onil;Ambos sexos;Personas;7.612
Total Nacional;03096 Onil;Hombres;Personas;3.795
Total Nacional;03096 Onil;Mujeres;Personas;3.817
Total Nacional;03097 Orba;Ambos sexos;Personas;2.288
Total Nacional;03097 Orba;Hombres;Personas;1.117
Total Nacional;03097 Orba;Mujeres;Personas;1.171
Total Nacional;03099 Orihuela;Ambos sexos;Personas;78.486
Total Nacional;03099 Orihuela;Hombres;Personas;38.890
Total Nacional;03099 Orihuela;Mujeres;Personas;39.596
Total Nacional;03098 Orxeta;Ambos sexos;Personas;821
Total Nacional;03098 Orxeta;Hombres;Personas;415
Total Nacional;03098 Orxeta;Mujeres;Personas;406
Total Nacional;03100 Parcent;Ambos sexos;Personas;1.004
Total Nacional;03100 Parcent;Hombres;Personas;498
Total Nacional;03100 Parcent;Mujeres;Personas;506
Total Nacional;03101 Pedreguer;Ambos sexos;Personas;7.968
Total Nacional;03101 Pedreguer;Hombres;Personas;3.953
Total Nacional;03101 Pedreguer;Mujeres;Personas;4.015
Total Nacional;03102 Pego;Ambos sexos;Personas;10.247
Total Nacional;03102 Pego;Hombres;Personas;5.101
Total Nacional;03102 Pego;Mujeres;Personas;5.146
Total Nacional;03103 Penàguila;Ambos sexos;Personas;278
Total Nacional;03103 Penàguila;Hombres;Personas;142
Total Nacional;03103 Penàguila;Mujeres;Personas;136
Total Nacional;03104 Petrer;Ambos sexos;Personas;34.055
Total Nacional;03104 Petrer;Hombres;Personas;16.870
Total Nacional;03104 Petrer;Mujeres;Personas;17.185
Total Nacional;03902 Pilar de la Horadada;Ambos sexos;Personas;22.626
Total Nacional;03902 Pilar de la Horadada;Hombres;Personas;11.625
Total Nacional;03902 Pilar de la Horadada;Mujeres;Personas;11.001
Total Nacional;03105 Pinós, el/Pinoso;Ambos sexos;Personas;8.150
Total Nacional;03105 Pinós, el/Pinoso;Hombres;Personas;4.134
Total Nacional;03105 Pinós, el/Pinoso;Mujeres;Personas;4.016
Total Nacional;03106 Planes;Ambos sexos;Personas;697
Total Nacional;03106 Planes;Hombres;Personas;380
Total Nacional;03106 Planes;Mujeres;Personas;317
Total Nacional;03901 Poblets, els;Ambos sexos;Personas;2.724
Total Nacional;03901 Poblets, els;Hombres;Personas;1.300
Total Nacional;03901 Poblets, els;Mujeres;Personas;1.424
Total Nacional;03107 Polop;Ambos sexos;Personas;5.095
Total Nacional;03107 Polop;Hombres;Personas;2.592
Total Nacional;03107 Polop;Mujeres;Personas;2.503
Total Nacional;03060 Quatretondeta;Ambos sexos;Personas;117
Total Nacional;03060 Quatretondeta;Hombres;Personas;62
Total Nacional;03060 Quatretondeta;Mujeres;Personas;55
Total Nacional;03109 Rafal;Ambos sexos;Personas;4.583
Total Nacional;03109 Rafal;Hombres;Personas;2.279
Total Nacional;03109 Rafal;Mujeres;Personas;2.304
Total Nacional;03110 Ràfol d'Almúnia, el;Ambos sexos;Personas;674
Total Nacional;03110 Ràfol d'Almúnia, el;Hombres;Personas;348
Total Nacional;03110 Ràfol d'Almúnia, el;Mujeres;Personas;326
Total Nacional;03111 Redován;Ambos sexos;Personas;8.025
Total Nacional;03111 Redován;Hombres;Personas;4.173
Total Nacional;03111 Redován;Mujeres;Personas;3.852
Total Nacional;03112 Relleu;Ambos sexos;Personas;1.184
Total Nacional;03112 Relleu;Hombres;Personas;607
Total Nacional;03112 Relleu;Mujeres;Personas;577
Total Nacional;03113 Rojales;Ambos sexos;Personas;16.295
Total Nacional;03113 Rojales;Hombres;Personas;8.336
Total Nacional;03113 Rojales;Mujeres;Personas;7.959
Total Nacional;03114 Romana, la;Ambos sexos;Personas;2.530
Total Nacional;03114 Romana, la;Hombres;Personas;1.325
Total Nacional;03114 Romana, la;Mujeres;Personas;1.205
Total Nacional;03115 Sagra;Ambos sexos;Personas;427
Total Nacional;03115 Sagra;Hombres;Personas;203
Total Nacional;03115 Sagra;Mujeres;Personas;224
Total Nacional;03116 Salinas;Ambos sexos;Personas;1.643
Total Nacional;03116 Salinas;Hombres;Personas;842
Total Nacional;03116 Salinas;Mujeres;Personas;801
Total Nacional;03118 San Fulgencio;Ambos sexos;Personas;8.823
Total Nacional;03118 San Fulgencio;Hombres;Personas;4.436
Total Nacional;03118 San Fulgencio;Mujeres;Personas;4.387
Total Nacional;03904 San Isidro;Ambos sexos;Personas;2.139
Total Nacional;03904 San Isidro;Hombres;Personas;1.111
Total Nacional;03904 San Isidro;Mujeres;Personas;1.028
Total Nacional;03120 San Miguel de Salinas;Ambos sexos;Personas;6.662
Total Nacional;03120 San Miguel de Salinas;Hombres;Personas;3.352
Total Nacional;03120 San Miguel de Salinas;Mujeres;Personas;3.310
Total Nacional;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Ambos sexos;Personas;58.925
Total Nacional;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Hombres;Personas;29.174
Total Nacional;03122 Sant Vicent del Raspeig/San Vicente del Raspeig;Mujeres;Personas;29.751
Total Nacional;03117 Sanet y Negrals;Ambos sexos;Personas;692
Total Nacional;03117 Sanet y Negrals;Hombres;Personas;344
Total Nacional;03117 Sanet y Negrals;Mujeres;Personas;348
Total Nacional;03119 Sant Joan d'Alacant;Ambos sexos;Personas;24.354
Total Nacional;03119 Sant Joan d'Alacant;Hombres;Personas;11.746
Total Nacional;03119 Sant Joan d'Alacant;Mujeres;Personas;12.608
Total Nacional;03121 Santa Pola;Ambos sexos;Personas;34.453
Total Nacional;03121 Santa Pola;Hombres;Personas;17.311
Total Nacional;03121 Santa Pola;Mujeres;Personas;17.142
Total Nacional;03123 Sax;Ambos sexos;Personas;9.933
Total Nacional;03123 Sax;Hombres;Personas;5.008
Total Nacional;03123 Sax;Mujeres;Personas;4.925
Total Nacional;03124 Sella;Ambos sexos;Personas;579
Total Nacional;03124 Sella;Hombres;Personas;304
Total Nacional;03124 Sella;Mujeres;Personas;275
Total Nacional;03125 Senija;Ambos sexos;Personas;606
Total Nacional;03125 Senija;Hombres;Personas;312
Total Nacional;03125 Senija;Mujeres;Personas;294
Total Nacional;03127 Tàrbena;Ambos sexos;Personas;634
Total Nacional;03127 Tàrbena;Hombres;Personas;332
Total Nacional;03127 Tàrbena;Mujeres;Personas;302
